port,count
80,426
8042,282
443,227
8088,162
5000,62
880,43
8081,20
8080,16
8889,15
8888,14
6006,13
9000,12
9001,12
8009,9
9002,8
10000,6
5001,6
8043,6
8880,5
445,4
8083,3
3001,3
6007,3
8090,3
10001,3
3000,3
8082,3
27017,2
2375,2
8010,2
8000,2
8086,2
8089,2
8001,2
8834,1
2376,1
9090,1
873,1
8181,1
6010,1
6002,1
5598,1
2223,1
4243,1
8004,1
6008,1
7777,1
8622,1
5601,1
5900,1
9080,1
22,1
8044,1
9099,1
1388,1
7000,1
5004,1
